Horario,Conta,Instrumento,Lado,QtdOrdem,QtdExecucaoAtual,QtdExecutadaAcumulada,PrecoExecutado,NotionaldaOrdem,NotionaldaExecucaoAtual,NotionaldaExecucaoAcumulada,EnteringTrader
2021-11-27T12:15:07.151,498213,SLCE3,1,8500,3500,8500,19.65,167025.0,68775.0,167025.0,JOHNSON
2021-11-27T16:52:36.557,918237,GOAU4,2,6500,2000,2000,19.27,125255.0,38540.0,38540.0,MARTINEZ
2021-11-27T10:41:16.809,987453,IGTI3,1,6500,700,700,14.33,93145.0,10031.0,10031.0,MILLER
2021-11-27T10:35:05.049,071264,POMO4,2,12500,9200,9200,18.78,234750.0,172776.0,172776.0,MARTINEZ
2021-11-27T16:22:05.810,498213,ITUB4,2,16500,13200,13200,15.49,255585.0,204468.0,204468.0,GARCIA
2021-11-27T12:08:10.124,879865,IGTI3,1,7500,7500,7500,13.68,102600.0,102600.0,102600.0,JOHNSON
2021-11-27T17:22:23.589,981727,ITUB4,1,23500,3000,23500,18.39,432165.0,55170.0,432165.0,MILLER
2021-11-27T12:41:37.025,071264,POMO4,2,12500,3300,12500,18.78,234750.0,61974.00000000001,234750.0,MARTINEZ
2021-11-27T16:54:49.123,498213,ITUB4,2,16500,3300,16500,15.49,255585.0,51117.0,255585.0,GARCIA
2021-11-27T10:39:15.926,918237,PETR4,1,19500,2900,2900,18.6,362700.0,53940.00000000001,53940.00000000001,DAVIS
2021-11-27T10:17:06.557,164532,POMO4,1,1500,1500,1500,19.82,29730.0,29730.0,29730.0,MILLER
2021-11-27T10:16:15.380,164532,PETR4,1,500,400,400,17.72,8860.0,7088.0,7088.0,JONES
2021-11-27T10:41:01.946,879865,RAPT4,1,19500,300,19500,12.44,242580.0,3732.0,242580.0,BROWN
2021-11-27T10:58:33.166,918239,IGTI3,2,11500,11500,11500,16.97,195155.0,195155.0,195155.0,MARTINEZ
2021-11-27T15:57:23.568,918237,PETR4,1,19500,16600,19500,18.6,362700.0,308760.0,362700.0,DAVIS
2021-11-27T13:24:55.171,918239,IGTI3,1,18500,18500,18500,14.86,274910.0,274910.0,274910.0,BROWN
2021-11-27T13:10:25.879,918237,ITUB4,2,20500,20500,20500,12.43,254815.0,254815.0,254815.0,RODRIGUEZ
2021-11-27T17:30:03.523,987453,ITUB4,2,19500,2300,2300,15.93,310635.0,36639.0,36639.0,JOHNSON
2021-11-27T10:36:30.032,164532,PETR4,2,15500,11900,11900,10.77,166935.0,128163.0,128163.0,WILLIAMS
2021-11-27T17:53:30.096,849651,VALE3,2,18500,18500,18500,15.75,291375.0,291375.0,291375.0,MARTINEZ
2021-11-27T10:57:16.620,071264,RAPT4,2,9500,9500,9500,13.14,124830.0,124830.0,124830.0,MARTINEZ
2021-11-27T16:46:33.558,987453,PETR4,1,14500,6200,6200,16.45,238525.0,101990.0,101990.0,GARCIA
2021-11-27T17:07:51.749,987453,PETR4,1,14500,8300,14500,16.45,238525.0,136535.0,238525.0,GARCIA
2021-11-27T11:20:33.519,164532,PETR4,1,500,100,500,17.72,8860.0,1772.0,8860.0,JONES
2021-11-27T10:45:37.745,071264,BBAS3,2,16500,4100,4100,13.02,214830.0,53382.0,53382.0,JOHNSON
2021-11-27T17:44:38.651,918237,GOAU4,2,6500,4200,6200,19.27,125255.0,80934.0,119474.0,MARTINEZ
2021-11-27T17:57:57.990,849651,PETR4,1,3500,700,700,13.92,48720.0,9744.0,9744.0,MARTINEZ
2021-11-27T17:40:44.222,987453,ITUB4,2,19500,15500,17800,15.93,310635.0,246915.0,283554.0,JOHNSON
2021-11-27T11:28:33.566,918237,IGTI3,2,500,500,500,13.49,6745.0,6745.0,6745.0,RODRIGUEZ
2021-11-27T16:10:05.070,981727,GOAU4,2,13500,700,700,16.55,223425.0,11585.0,11585.0,DAVIS
2021-11-27T17:50:29.226,987453,ITUB4,2,19500,1700,19500,15.93,310635.0,27081.0,310635.0,JOHNSON
2021-11-27T17:59:18.270,849651,PETR4,1,3500,2800,3500,13.92,48720.0,38976.0,48720.0,MARTINEZ
2021-11-27T10:11:57.736,879865,BBAS3,1,500,300,300,11.89,5945.0,3567.0,3567.0,DAVIS
2021-11-27T14:58:49.945,071264,GOAU4,2,11500,11100,11100,14.09,162035.0,156399.0,156399.0,MARTINEZ
2021-11-27T16:19:16.852,071264,GOAU4,2,11500,100,11200,14.09,162035.0,1409.0,157808.0,MARTINEZ
2021-11-27T17:53:28.338,918237,GOAU4,2,6500,100,6300,19.27,125255.0,1927.0,121401.0,MARTINEZ
2021-11-27T12:07:46.305,071264,BBAS3,2,16500,12400,16500,13.02,214830.0,161448.0,214830.0,JOHNSON
2021-11-27T14:33:58.762,164532,BBAS3,2,10500,1600,1600,12.88,135240.0,20608.0,20608.0,WILLIAMS
2021-11-27T11:33:56.663,879865,BBAS3,1,500,200,500,11.89,5945.0,2378.0,5945.0,DAVIS
2021-11-27T16:22:02.267,981727,GOAU4,2,13500,200,900,16.55,223425.0,3310.0,14895.0,DAVIS
2021-11-27T17:54:15.786,918237,SLCE3,2,19500,4600,16300,18.29,356655.0,84134.0,298127.0,GARCIA
2021-11-27T17:21:31.696,071264,GOAU4,2,11500,200,11400,14.09,162035.0,2818.0,160626.0,MARTINEZ
2021-11-27T17:55:14.073,918237,GOAU4,2,6500,200,6500,19.27,125255.0,3854.0,125255.0,MARTINEZ
2021-11-27T12:01:11.051,164532,PETR4,2,15500,2000,13900,10.77,166935.0,21540.0,149703.0,WILLIAMS
2021-11-27T16:31:01.340,987453,IGTI3,1,6500,100,800,14.33,93145.0,1433.0,11464.0,MILLER
2021-11-27T16:43:49.250,981727,GOAU4,2,13500,12600,13500,16.55,223425.0,208530.0,223425.0,DAVIS
2021-11-27T16:16:28.769,071264,IGTI3,2,17500,17500,17500,13.04,228199.99999999997,228199.99999999997,228199.99999999997,DAVIS
2021-11-27T14:29:27.705,918237,ITUB4,1,24500,24500,24500,14.71,360395.0,360395.0,360395.0,JONES
2021-11-27T13:38:39.306,164532,POMO4,2,5500,5500,5500,15.76,86680.0,86680.0,86680.0,MILLER
2021-11-27T12:45:37.606,164532,BPAC11,1,5500,1200,1200,15.89,87395.0,19068.0,19068.0,MARTINEZ
2021-11-27T17:23:26.509,071264,GOAU4,2,11500,100,11500,14.09,162035.0,1409.0,162035.0,MARTINEZ
2021-11-27T11:40:20.057,071264,BBAS3,2,4500,3900,3900,16.36,73620.0,63804.0,63804.0,JONES
2021-11-27T10:36:39.953,164532,IGTI3,1,7500,7500,7500,11.0,82500.0,82500.0,82500.0,SMITH
2021-11-27T14:24:24.803,918237,GOAU4,2,14500,14500,14500,11.89,172405.0,172405.0,172405.0,SMITH
2021-11-27T14:15:38.751,164532,BPAC11,1,5500,1500,2700,15.89,87395.0,23835.0,42903.0,MARTINEZ
2021-11-27T17:18:07.655,071264,ITUB4,1,8500,8500,8500,13.84,117640.0,117640.0,117640.0,GARCIA
2021-11-27T17:22:13.126,498213,RAPT4,2,6500,6500,6500,13.84,89960.0,89960.0,89960.0,SMITH
2021-11-27T14:55:34.376,164532,BPAC11,1,5500,2800,5500,15.89,87395.0,44492.0,87395.0,MARTINEZ
2021-11-27T17:10:26.437,987453,IGTI3,1,6500,2100,2900,14.33,93145.0,30093.0,41557.0,MILLER
2021-11-27T10:53:25.639,987453,POMO4,1,19500,2300,2300,14.2,276900.0,32660.0,32660.0,SMITH
2021-11-27T13:25:07.406,498213,VALE3,2,24500,4100,4100,13.16,322420.0,53956.0,53956.0,DAVIS
2021-11-27T12:14:53.299,987453,POMO4,1,19500,13000,15300,14.2,276900.0,184600.0,217260.0,SMITH
2021-11-27T14:27:13.743,498213,VALE3,2,24500,20400,24500,13.16,322420.0,268464.0,322420.0,DAVIS
2021-11-27T13:48:47.091,987453,POMO4,1,19500,4200,19500,14.2,276900.0,59640.0,276900.0,SMITH
2021-11-27T11:04:52.640,164532,GOAU4,2,4500,4500,4500,10.33,46485.0,46485.0,46485.0,SMITH
2021-11-27T11:44:16.832,164532,BPAC11,1,4500,4500,4500,17.14,77130.0,77130.0,77130.0,DAVIS
2021-11-27T13:38:58.762,164532,BBAS3,1,5500,1600,1600,16.0,88000.0,25600.0,25600.0,BROWN
2021-11-27T14:39:31.801,918237,VALE3,1,17500,14000,14000,10.67,186725.0,149380.0,149380.0,SMITH
2021-11-27T11:47:26.333,918239,BBAS3,1,500,500,500,16.72,8360.0,8360.0,8360.0,GARCIA
2021-11-27T16:31:27.224,164532,BBAS3,2,10500,8900,10500,12.88,135240.0,114632.0,135240.0,WILLIAMS
2021-11-27T16:42:19.294,071264,VALE3,1,500,500,500,15.34,7670.0,7670.0,7670.0,BROWN
2021-11-27T14:32:37.603,849651,BPAC11,1,4500,4500,4500,18.07,81315.0,81315.0,81315.0,MILLER
2021-11-27T10:56:50.046,849651,BBAS3,2,21500,21500,21500,13.95,299925.0,299925.0,299925.0,GARCIA
2021-11-27T11:14:52.204,918239,POMO4,2,23500,8800,8800,10.81,254035.0,95128.0,95128.0,JOHNSON
2021-11-27T15:48:21.427,849651,IGTI3,1,12500,12500,12500,13.68,171000.0,171000.0,171000.0,MILLER
2021-11-27T17:54:25.502,918237,SLCE3,2,19500,3200,19500,18.29,356655.0,58528.0,356655.0,GARCIA
2021-11-27T17:45:14.230,987453,IGTI3,1,6500,3000,5900,14.33,93145.0,42990.0,84547.0,MILLER
2021-11-27T15:09:12.343,918237,VALE3,1,17500,3500,17500,10.67,186725.0,37345.0,186725.0,SMITH
2021-11-27T16:54:43.028,918239,BPAC11,2,22500,21600,21600,14.54,327150.0,314064.0,314064.0,WILLIAMS
2021-11-27T13:27:18.302,071264,BBAS3,2,4500,100,4000,16.36,73620.0,1636.0,65440.0,JONES
2021-11-27T13:22:51.655,164532,PETR4,2,24500,24500,24500,17.38,425810.0,425810.0,425810.0,BROWN
2021-11-27T17:54:32.955,987453,IGTI3,1,6500,100,6000,14.33,93145.0,1433.0,85980.0,MILLER
2021-11-27T13:09:46.421,498213,VALE3,2,24500,5900,5900,18.18,445410.0,107262.0,107262.0,JOHNSON
2021-11-27T11:02:25.234,164532,ITUB4,1,20500,20500,20500,19.71,404055.0,404055.0,404055.0,MARTINEZ
2021-11-27T10:34:21.499,498213,IGTI3,1,22500,9100,9100,15.85,356625.0,144235.0,144235.0,WILLIAMS
2021-11-27T13:56:12.560,918239,PETR4,1,13500,13500,13500,18.47,249344.99999999997,249344.99999999997,249344.99999999997,SMITH
2021-11-27T16:33:52.244,071264,BBAS3,2,4500,500,4500,16.36,73620.0,8180.0,73620.0,JONES
2021-11-27T17:46:27.579,918239,BPAC11,2,22500,500,22100,14.54,327150.0,7270.0,321334.0,WILLIAMS
2021-11-27T14:31:21.581,498213,VALE3,2,24500,18600,24500,18.18,445410.0,338148.0,445410.0,JOHNSON
2021-11-27T15:53:46.085,164532,PETR4,2,15500,1600,15500,10.77,166935.0,17232.0,166935.0,WILLIAMS
2021-11-27T11:43:53.534,879865,PETR4,1,18500,18500,18500,12.99,240315.0,240315.0,240315.0,MILLER
2021-11-27T12:25:13.885,498213,IGTI3,1,22500,13400,22500,15.85,356625.0,212390.0,356625.0,WILLIAMS
2021-11-27T16:57:00.715,164532,BBAS3,1,5500,500,2100,16.0,88000.0,8000.0,33600.0,BROWN
2021-11-27T15:54:33.261,987453,RAPT4,1,18500,17100,17100,13.16,243460.0,225036.0,225036.0,JOHNSON
2021-11-27T11:23:08.798,879865,BPAC11,2,8500,8500,8500,10.53,89505.0,89505.0,89505.0,SMITH
2021-11-27T14:38:31.198,987453,POMO4,1,2500,2500,2500,11.71,29275.000000000004,29275.000000000004,29275.000000000004,JONES
2021-11-27T14:28:16.957,164532,GOAU4,2,11500,7900,7900,19.78,227470.0,156262.0,156262.0,WILLIAMS
2021-11-27T16:22:59.335,987453,RAPT4,1,18500,1400,18500,13.16,243460.0,18424.0,243460.0,JOHNSON
2021-11-27T16:34:10.820,918237,GOAU4,2,10500,10500,10500,16.7,175350.0,175350.0,175350.0,WILLIAMS
2021-11-27T17:33:24.912,164532,BBAS3,1,5500,2000,4100,16.0,88000.0,32000.0,65600.0,BROWN
2021-11-27T10:23:16.907,071264,VALE3,1,21500,4600,4600,16.35,351525.00000000006,75210.0,75210.0,BROWN
2021-11-27T14:31:14.103,164532,BBAS3,1,6500,3400,3400,16.88,109720.0,57392.0,57392.0,RODRIGUEZ
2021-11-27T17:48:47.767,987453,BBAS3,1,4500,4500,4500,17.67,79515.00000000001,79515.00000000001,79515.00000000001,GARCIA
2021-11-27T12:08:23.642,071264,VALE3,1,21500,8600,13200,16.35,351525.00000000006,140610.0,215820.00000000003,BROWN
2021-11-27T11:17:44.671,849651,IGTI3,2,18500,18500,18500,12.59,232915.0,232915.0,232915.0,RODRIGUEZ
2021-11-27T17:37:30.893,849651,GOAU4,2,15500,6500,6500,11.05,171275.0,71825.0,71825.0,RODRIGUEZ
2021-11-27T17:33:40.038,918237,RAPT4,1,3500,1400,1400,17.58,61529.99999999999,24611.999999999996,24611.999999999996,DAVIS
2021-11-27T10:05:17.659,071264,PETR4,1,8500,8500,8500,17.11,145435.0,145435.0,145435.0,JOHNSON
2021-11-27T10:57:16.081,918237,RAPT4,2,3500,3500,3500,12.15,42525.0,42525.0,42525.0,MILLER
2021-11-27T15:41:11.733,498213,VALE3,2,24500,23800,23800,18.79,460355.0,447202.0,447202.0,JONES
2021-11-27T12:57:47.189,987453,PETR4,2,21500,5400,5400,17.37,373455.0,93798.0,93798.0,JONES
2021-11-27T17:56:22.249,987453,IGTI3,1,6500,400,6400,14.33,93145.0,5732.0,91712.0,MILLER
2021-11-27T16:01:06.173,071264,VALE3,1,21500,8300,21500,16.35,351525.00000000006,135705.0,351525.00000000006,BROWN
2021-11-27T17:58:31.038,987453,IGTI3,1,6500,100,6500,14.33,93145.0,1433.0,93145.0,MILLER
2021-11-27T11:18:57.370,918237,BPAC11,2,23500,23500,23500,10.49,246515.0,246515.0,246515.0,SMITH
2021-11-27T16:17:39.451,918239,POMO4,2,23500,14300,23100,10.81,254035.0,154583.0,249711.0,JOHNSON
2021-11-27T13:38:10.156,849651,BPAC11,2,19500,19500,19500,18.38,358410.0,358410.0,358410.0,MILLER
2021-11-27T17:53:43.734,918239,BPAC11,2,22500,400,22500,14.54,327150.0,5816.0,327150.0,WILLIAMS
2021-11-27T16:51:40.959,918239,BPAC11,1,13500,13500,13500,12.25,165375.0,165375.0,165375.0,DAVIS
2021-11-27T11:21:21.675,164532,RAPT4,1,12500,11100,11100,11.09,138625.0,123099.0,123099.0,RODRIGUEZ
2021-11-27T12:15:15.111,918239,BPAC11,2,8500,8500,8500,14.34,121890.0,121890.0,121890.0,RODRIGUEZ
2021-11-27T15:36:33.855,164532,POMO4,1,22500,22500,22500,16.64,374400.0,374400.0,374400.0,GARCIA
2021-11-27T17:22:56.496,918239,POMO4,2,23500,100,23200,10.81,254035.0,1081.0,250792.0,JOHNSON
2021-11-27T17:02:29.651,498213,VALE3,2,24500,600,24400,18.79,460355.0,11274.0,458476.0,JONES
2021-11-27T14:30:55.141,071264,SLCE3,2,12500,12000,12000,13.19,164875.0,158280.0,158280.0,MARTINEZ
2021-11-27T17:42:38.724,164532,BBAS3,1,5500,1000,5100,16.0,88000.0,16000.0,81600.0,BROWN
2021-11-27T17:11:04.735,498213,ITUB4,1,23500,23500,23500,13.37,314195.0,314195.0,314195.0,RODRIGUEZ
2021-11-27T12:02:46.962,918239,RAPT4,1,14500,14500,14500,14.47,209815.0,209815.0,209815.0,GARCIA
2021-11-27T13:22:41.411,498213,ITUB4,1,15500,15500,15500,13.01,201655.0,201655.0,201655.0,GARCIA
2021-11-27T17:40:24.080,849651,GOAU4,2,15500,9000,15500,11.05,171275.0,99450.0,171275.0,RODRIGUEZ
2021-11-27T17:00:58.093,918239,IGTI3,1,3500,2400,2400,15.27,53445.0,36648.0,36648.0,BROWN
2021-11-27T10:53:45.493,987453,POMO4,2,15500,12500,12500,15.46,239630.0,193250.0,193250.0,DAVIS
2021-11-27T12:43:18.976,164532,VALE3,2,2500,2500,2500,13.68,34200.0,34200.0,34200.0,SMITH
2021-11-27T17:53:49.381,164532,BBAS3,1,5500,300,5400,16.0,88000.0,4800.0,86400.0,BROWN
2021-11-27T14:02:42.102,879865,POMO4,2,5500,5400,5400,14.62,80410.0,78948.0,78948.0,GARCIA
2021-11-27T17:20:19.482,879865,PETR4,2,21500,20300,20300,15.76,338840.0,319928.0,319928.0,MILLER
2021-11-27T13:37:28.826,918237,VALE3,2,13500,13500,13500,16.39,221265.0,221265.0,221265.0,MILLER
2021-11-27T15:50:02.563,879865,GOAU4,2,13500,13500,13500,11.51,155385.0,155385.0,155385.0,SMITH
2021-11-27T17:54:51.424,071264,PETR4,2,3500,3500,3500,13.15,46025.0,46025.0,46025.0,GARCIA
2021-11-27T17:35:23.431,918239,POMO4,2,23500,300,23500,10.81,254035.0,3243.0,254035.0,JOHNSON
2021-11-27T16:23:31.203,164532,BBAS3,1,6500,3100,6500,16.88,109720.0,52328.0,109720.0,RODRIGUEZ
2021-11-27T12:10:36.973,849651,POMO4,2,16500,16500,16500,19.13,315645.0,315645.0,315645.0,JOHNSON
2021-11-27T10:45:03.587,849651,SLCE3,2,19500,17000,17000,14.06,274170.0,239020.0,239020.0,WILLIAMS
2021-11-27T14:29:05.796,498213,GOAU4,2,12500,7100,7100,17.19,214875.00000000003,122049.00000000001,122049.00000000001,JOHNSON
2021-11-27T13:28:22.487,164532,GOAU4,1,6500,6500,6500,14.23,92495.0,92495.0,92495.0,BROWN
2021-11-27T15:50:03.145,164532,ITUB4,1,11500,10500,10500,11.22,129030.00000000001,117810.0,117810.0,DAVIS
2021-11-27T17:00:07.719,164532,ITUB4,1,11500,700,11200,11.22,129030.00000000001,7854.0,125664.0,DAVIS
2021-11-27T14:34:45.629,498213,VALE3,2,13500,13500,13500,16.81,226934.99999999997,226934.99999999997,226934.99999999997,DAVIS
2021-11-27T14:09:37.172,981727,ITUB4,1,1500,1500,1500,12.49,18735.0,18735.0,18735.0,BROWN
2021-11-27T10:51:02.370,498213,BBAS3,1,13500,13500,13500,10.61,143235.0,143235.0,143235.0,MILLER
2021-11-27T10:04:35.713,071264,ITUB4,1,1500,1500,1500,10.35,15525.0,15525.0,15525.0,BROWN
2021-11-27T13:55:44.339,071264,BPAC11,2,17500,17500,17500,15.95,279125.0,279125.0,279125.0,RODRIGUEZ
2021-11-27T16:42:45.358,879865,POMO4,2,5500,100,5500,14.62,80410.0,1462.0,80410.0,GARCIA
2021-11-27T17:27:31.202,498213,VALE3,2,24500,100,24500,18.79,460355.0,1879.0,460355.0,JONES
2021-11-27T14:53:12.923,164532,ITUB4,2,24500,24500,24500,13.78,337610.0,337610.0,337610.0,MARTINEZ
2021-11-27T17:29:47.512,879865,PETR4,2,21500,1200,21500,15.76,338840.0,18912.0,338840.0,MILLER
2021-11-27T17:58:31.711,164532,BBAS3,1,5500,100,5500,16.0,88000.0,1600.0,88000.0,BROWN
2021-11-27T16:13:39.100,987453,PETR4,2,21500,16100,21500,17.37,373455.0,279657.0,373455.0,JONES
2021-11-27T13:51:42.159,164532,ITUB4,2,4500,4500,4500,17.67,79515.00000000001,79515.00000000001,79515.00000000001,MARTINEZ
2021-11-27T11:02:09.721,849651,VALE3,2,20500,20500,20500,16.01,328205.00000000006,328205.00000000006,328205.00000000006,GARCIA
2021-11-27T17:40:13.776,918237,RAPT4,1,3500,400,1800,17.58,61529.99999999999,7031.999999999999,31643.999999999996,DAVIS
2021-11-27T17:01:44.475,071264,SLCE3,2,12500,500,12500,13.19,164875.0,6595.0,164875.0,MARTINEZ
2021-11-27T16:33:35.907,164532,GOAU4,2,11500,2600,10500,19.78,227470.0,51428.0,207690.0,WILLIAMS
2021-11-27T11:41:48.553,879865,PETR4,1,10500,10500,10500,16.62,174510.0,174510.0,174510.0,SMITH
2021-11-27T16:42:03.531,849651,GOAU4,1,2500,2500,2500,10.77,26925.0,26925.0,26925.0,JONES
2021-11-27T11:49:28.522,918239,POMO4,1,3500,3500,3500,19.05,66675.0,66675.0,66675.0,RODRIGUEZ
2021-11-27T15:09:01.673,849651,SLCE3,2,19500,1100,18100,14.06,274170.0,15466.0,254486.0,WILLIAMS
2021-11-27T10:11:52.345,879865,GOAU4,2,22500,22500,22500,11.87,267075.0,267075.0,267075.0,JOHNSON
2021-11-27T17:22:07.746,164532,ITUB4,1,11500,100,11300,11.22,129030.00000000001,1122.0,126786.0,DAVIS
2021-11-27T11:44:47.105,987453,IGTI3,2,6500,3600,3600,19.85,129025.00000000001,71460.0,71460.0,WILLIAMS
2021-11-27T17:10:49.356,918239,IGTI3,1,3500,1100,3500,15.27,53445.0,16797.0,53445.0,BROWN
2021-11-27T16:19:35.552,849651,SLCE3,2,19500,1200,19300,14.06,274170.0,16872.0,271358.0,WILLIAMS
2021-11-27T14:05:56.967,987453,ITUB4,1,5500,2000,2000,12.45,68475.0,24900.0,24900.0,BROWN
2021-11-27T16:38:23.108,849651,SLCE3,2,19500,200,19500,14.06,274170.0,2812.0,274170.0,WILLIAMS
2021-11-27T12:48:41.752,849651,ITUB4,2,17500,12300,12300,10.19,178325.0,125337.0,125337.0,RODRIGUEZ
2021-11-27T13:24:56.305,987453,RAPT4,1,13500,13500,13500,15.88,214380.0,214380.0,214380.0,MARTINEZ
2021-11-27T16:08:15.153,849651,ITUB4,2,17500,1200,13500,10.19,178325.0,12228.0,137565.0,RODRIGUEZ
2021-11-27T13:47:22.112,164532,RAPT4,1,12500,1400,12500,11.09,138625.0,15526.0,138625.0,RODRIGUEZ
2021-11-27T12:22:23.659,498213,ITUB4,1,13500,10100,10100,19.8,267300.0,199980.0,199980.0,JONES
2021-11-27T17:28:20.799,849651,ITUB4,2,17500,3600,17100,10.19,178325.0,36684.0,174249.0,RODRIGUEZ
2021-11-27T14:24:45.924,987453,IGTI3,1,14500,14500,14500,17.26,250270.00000000003,250270.00000000003,250270.00000000003,RODRIGUEZ
2021-11-27T16:07:17.101,918237,BBAS3,2,500,500,500,18.85,9425.0,9425.0,9425.0,RODRIGUEZ
2021-11-27T14:06:41.027,849651,VALE3,2,22500,17800,17800,13.35,300375.0,237630.0,237630.0,DAVIS
2021-11-27T17:40:29.490,071264,RAPT4,2,23500,300,300,15.75,370125.0,4725.0,4725.0,SMITH
2021-11-27T16:06:01.582,918237,RAPT4,1,1500,1200,1200,14.27,21405.0,17124.0,17124.0,SMITH
2021-11-27T10:54:01.831,918239,POMO4,1,2500,1200,1200,10.36,25900.0,12432.0,12432.0,RODRIGUEZ
2021-11-27T15:50:27.366,071264,PETR4,1,3500,3500,3500,18.18,63630.0,63630.0,63630.0,BROWN
2021-11-27T15:52:05.931,164532,GOAU4,2,7500,6500,6500,13.85,103875.0,90025.0,90025.0,WILLIAMS
2021-11-27T16:30:06.603,981727,BPAC11,1,1500,500,500,19.09,28635.0,9545.0,9545.0,BROWN
2021-11-27T17:15:33.003,498213,POMO4,2,500,500,500,16.99,8495.0,8495.0,8495.0,RODRIGUEZ
2021-11-27T17:27:23.547,164532,GOAU4,2,11500,1000,11500,19.78,227470.0,19780.0,227470.0,WILLIAMS
2021-11-27T12:36:30.055,849651,SLCE3,1,21500,21500,21500,16.4,352599.99999999994,352599.99999999994,352599.99999999994,MILLER
2021-11-27T15:01:31.075,849651,VALE3,2,22500,4700,22500,13.35,300375.0,62745.0,300375.0,DAVIS
2021-11-27T17:47:55.415,071264,RAPT4,2,23500,13000,13300,15.75,370125.0,204750.0,209475.0,SMITH
2021-11-27T15:30:25.760,987453,ITUB4,1,5500,3500,5500,12.45,68475.0,43575.0,68475.0,BROWN
2021-11-27T10:56:02.768,987453,POMO4,2,15500,3000,15500,15.46,239630.0,46380.0,239630.0,DAVIS
2021-11-27T10:54:17.987,918239,POMO4,1,2500,1000,2200,10.36,25900.0,10360.0,22792.0,RODRIGUEZ
2021-11-27T12:55:29.932,987453,PETR4,2,1500,1000,1000,18.34,27510.0,18340.0,18340.0,GARCIA
2021-11-27T17:41:37.851,918237,IGTI3,1,24500,24500,24500,10.8,264600.0,264600.0,264600.0,MARTINEZ
2021-11-27T17:12:27.843,071264,BPAC11,2,24500,24500,24500,18.51,453495.00000000006,453495.00000000006,453495.00000000006,JOHNSON
2021-11-27T17:56:26.950,071264,RAPT4,2,23500,10200,23500,15.75,370125.0,160650.0,370125.0,SMITH
2021-11-27T12:16:11.547,071264,IGTI3,1,17500,5000,5000,17.1,299250.0,85500.0,85500.0,MARTINEZ
2021-11-27T13:34:06.010,918239,PETR4,1,4500,4500,4500,10.97,49365.0,49365.0,49365.0,MILLER
2021-11-27T13:37:45.234,987453,IGTI3,2,6500,2900,6500,19.85,129025.00000000001,57565.00000000001,129025.00000000001,WILLIAMS
2021-11-27T17:45:02.179,918237,RAPT4,1,3500,1000,2800,17.58,61529.99999999999,17580.0,49223.99999999999,DAVIS
2021-11-27T17:41:07.507,981727,BPAC11,1,1500,1000,1500,19.09,28635.0,19090.0,28635.0,BROWN
2021-11-27T17:46:43.557,849651,ITUB4,2,17500,400,17500,10.19,178325.0,4076.0,178325.0,RODRIGUEZ
2021-11-27T16:14:23.680,498213,GOAU4,2,12500,2600,9700,17.19,214875.00000000003,44694.0,166743.0,JOHNSON
2021-11-27T13:36:03.052,918239,POMO4,1,2500,300,2500,10.36,25900.0,3108.0,25900.0,RODRIGUEZ
2021-11-27T16:37:01.649,918237,RAPT4,1,1500,300,1500,14.27,21405.0,4281.0,21405.0,SMITH
2021-11-27T10:00:29.360,987453,GOAU4,1,2500,2500,2500,20.0,50000.0,50000.0,50000.0,WILLIAMS
2021-11-27T11:22:23.380,498213,RAPT4,2,20500,1100,1100,15.13,310165.0,16643.0,16643.0,JOHNSON
2021-11-27T16:14:12.935,164532,GOAU4,2,7500,1000,7500,13.85,103875.0,13850.0,103875.0,WILLIAMS
2021-11-27T15:55:18.674,981727,ITUB4,2,21500,21500,21500,12.87,276705.0,276705.0,276705.0,BROWN
2021-11-27T16:41:43.895,498213,GOAU4,2,12500,1800,11500,17.19,214875.00000000003,30942.000000000004,197685.00000000003,JOHNSON
2021-11-27T17:33:28.086,164532,ITUB4,1,11500,100,11400,11.22,129030.00000000001,1122.0,127908.00000000001,DAVIS
2021-11-27T12:33:01.265,879865,POMO4,1,6500,3200,3200,10.65,69225.0,34080.0,34080.0,GARCIA
2021-11-27T16:41:55.043,498213,BPAC11,2,18500,18500,18500,14.41,266585.0,266585.0,266585.0,RODRIGUEZ
2021-11-27T15:13:40.214,164532,ITUB4,1,15500,15500,15500,19.5,302250.0,302250.0,302250.0,BROWN
2021-11-27T17:16:13.102,987453,BPAC11,1,12500,3500,3500,10.54,131750.0,36890.0,36890.0,SMITH
2021-11-27T14:25:16.002,498213,ITUB4,1,13500,1600,11700,19.8,267300.0,31680.0,231660.0,JONES
2021-11-27T10:20:25.220,918239,BBAS3,2,15500,15500,15500,15.77,244435.0,244435.0,244435.0,JONES
2021-11-27T12:52:08.923,071264,PETR4,2,20500,19300,19300,13.72,281260.0,264796.0,264796.0,WILLIAMS
2021-11-27T10:04:20.838,498213,PETR4,1,3500,600,600,18.21,63735.0,10926.0,10926.0,MILLER
2021-11-27T17:53:13.601,164532,ITUB4,1,11500,100,11500,11.22,129030.00000000001,1122.0,129030.00000000001,DAVIS
2021-11-27T15:16:53.851,918239,IGTI3,2,8500,8500,8500,13.18,112030.0,112030.0,112030.0,JONES
2021-11-27T12:36:24.050,849651,GOAU4,2,11500,4200,4200,17.01,195615.00000000003,71442.0,71442.0,DAVIS
2021-11-27T15:49:34.239,498213,ITUB4,1,13500,1800,13500,19.8,267300.0,35640.0,267300.0,JONES
